time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-17 15:00:00+00:00,53,1451.8,2177.9,120801
2025-01-14 17:00:00+00:00,55,1558.9,2338.8,120801
2025-01-14 12:00:00+00:00,57,1461.1,2191.8,120801
2025-01-14 21:00:00+00:00,25,1663.7,2496.1,120801
2025-01-14 09:00:00+00:00,56,1475.1,2213.1,120801
2025-01-14 18:00:00+00:00,40,1656.5,2485.2,120801
2025-01-14 16:00:00+00:00,56,1471.9,2208.1,120801
2025-01-14 06:00:00+00:00,55,1485.7,2228.8,120801
2025-01-15 09:00:00+00:00,59,1481.0,2221.8,120801
2025-01-15 12:00:00+00:00,58,1478.4,2217.9,120801
2025-01-15 20:00:00+00:00,27,1663.6,2495.9,120801
2025-01-15 19:00:00+00:00,29,1663.8,2496.2,120801
2025-01-15 21:00:00+00:00,27,1663.7,2496.0,120801
2025-01-15 08:00:00+00:00,59,1489.0,2233.8,120801
2025-01-15 02:00:00+00:00,51,1573.7,2360.7,120801
2025-01-24 20:00:00+00:00,18,1664.2,2496.7,120801
2025-01-24 19:00:00+00:00,24,1663.8,2496.1,120801
2025-01-24 09:00:00+00:00,40,1525.0,2287.7,120801
2025-01-24 08:00:00+00:00,42,1525.4,2288.2,120801
2025-01-24 21:00:00+00:00,16,1664.0,2496.4,120801
2025-01-24 12:00:00+00:00,40,1499.0,2248.9,120801
2025-01-24 01:00:00+00:00,36,1663.7,2496.0,120801
2025-01-18 17:00:00+00:00,61,1569.4,2352.8,120801
2025-01-18 10:00:00+00:00,61,1574.3,2361.3,120801
2025-01-18 13:00:00+00:00,59,1603.0,2403.1,120801
2025-01-18 23:00:00+00:00,45,1667.7,2500.0,120801
2025-01-18 04:00:00+00:00,54,1666.2,2498.8,120801
2025-01-23 17:00:00+00:00,42,1618.9,2428.8,120801
2025-01-23 09:00:00+00:00,44,1526.2,2289.7,120801
2025-01-23 01:00:00+00:00,39,1661.9,2493.4,120801
2025-01-23 00:00:00+00:00,34,1663.3,2495.5,120801
2025-01-23 08:00:00+00:00,44,1530.8,2296.7,120801
2025-01-23 03:00:00+00:00,45,1585.1,2378.1,120801
2025-01-22 03:00:00+00:00,45,1551.9,2328.2,120801
2025-01-22 14:00:00+00:00,45,1436.4,2154.6,120801
2025-01-22 05:00:00+00:00,45,1512.5,2269.1,120801
2025-01-22 22:00:00+00:00,22,1664.3,2496.9,120801
2025-01-22 21:00:00+00:00,21,1663.8,2496.3,120801
2025-01-22 17:00:00+00:00,39,1588.0,2382.5,120801
2025-01-16 07:00:00+00:00,54,1528.1,2292.7,120801
2025-01-16 04:00:00+00:00,53,1558.8,2338.5,120801
2025-01-16 12:00:00+00:00,51,1509.0,2263.9,120801
2025-01-16 02:00:00+00:00,50,1592.2,2388.8,120801
2025-01-16 22:00:00+00:00,20,1663.7,2496.1,120801
2025-01-16 09:00:00+00:00,53,1518.2,2277.5,120801
2025-01-20 17:00:00+00:00,64,1478.3,2217.0,120801
2025-01-20 14:00:00+00:00,64,1434.2,2151.1,120801
2025-01-20 13:00:00+00:00,65,1437.6,2156.2,120801
2025-01-20 03:00:00+00:00,57,1655.6,2481.3,120801
2025-01-20 19:00:00+00:00,56,1648.3,2471.2,120801
2025-01-19 06:00:00+00:00,66,1474.3,2210.8,120801
2025-01-19 23:00:00+00:00,54,1676.1,2508.6,120801
2025-01-19 19:00:00+00:00,63,1648.3,2468.5,120801
2025-01-19 10:00:00+00:00,66,1454.5,2181.2,120801
2025-01-19 20:00:00+00:00,54,1672.0,2504.4,120801
2025-01-21 14:00:00+00:00,58,1465.8,2199.1,120801
2025-01-21 11:00:00+00:00,59,1482.8,2224.4,120801
2025-01-21 02:00:00+00:00,53,1584.8,2376.7,120801
2025-01-21 06:00:00+00:00,61,1514.4,2271.1,120801
2025-01-21 21:00:00+00:00,15,1664.1,2496.7,120801
2025-01-21 09:00:00+00:00,60,1484.4,2226.6,120801
2025-01-17 05:00:00+00:00,45,1522.0,2283.3,120801
2025-01-17 06:00:00+00:00,47,1511.0,2266.9,120801
2025-01-17 11:00:00+00:00,47,1486.1,2229.5,120801
2025-01-17 22:00:00+00:00,47,1665.5,2497.9,120801
2025-01-17 20:00:00+00:00,47,1666.1,2498.6,120801
2025-01-17 04:00:00+00:00,44,1533.7,2301.0,120801
2025-01-17 10:00:00+00:00,47,1488.3,2232.8,120801
2025-01-17 21:00:00+00:00,44,1665.3,2497.5,120801
2025-01-14 11:00:00+00:00,57,1469.3,2204.5,120801
2025-01-14 14:00:00+00:00,58,1455.5,2183.3,120801
2025-01-14 07:00:00+00:00,56,1480.0,2220.4,120801
2025-01-15 15:00:00+00:00,57,1483.4,2225.4,120801
2025-01-15 07:00:00+00:00,58,1499.0,2248.8,120801
2025-01-15 01:00:00+00:00,46,1639.4,2459.2,120801
2025-01-15 04:00:00+00:00,56,1528.2,2292.7,120801
2025-01-15 17:00:00+00:00,56,1589.9,2385.2,120801
2025-01-24 06:00:00+00:00,44,1544.9,2317.2,120801
2025-01-24 15:00:00+00:00,45,1492.1,2238.4,120801
2025-01-24 04:00:00+00:00,45,1581.5,2372.6,120801
2025-01-24 17:00:00+00:00,45,1615.6,2423.8,120801
2025-01-24 07:00:00+00:00,43,1535.5,2303.2,120801
2025-01-18 07:00:00+00:00,54,1629.2,2443.7,120801
2025-01-18 02:00:00+00:00,53,1666.7,2499.3,120801
2025-01-18 09:00:00+00:00,62,1552.9,2328.2,120801
2025-01-18 15:00:00+00:00,61,1566.8,2348.7,120801
2025-01-18 22:00:00+00:00,42,1667.1,2499.6,120801
2025-01-18 12:00:00+00:00,59,1605.9,2408.6,120801
2025-01-18 20:00:00+00:00,48,1667.1,2499.5,120801
2025-01-18 01:00:00+00:00,53,1666.7,2499.3,120801
2025-01-23 22:00:00+00:00,18,1663.9,2496.4,120801
2025-01-23 06:00:00+00:00,45,1536.8,2305.5,120801
2025-01-23 18:00:00+00:00,37,1662.7,2494.6,120801
2025-01-23 04:00:00+00:00,46,1561.5,2342.5,120801
2025-01-23 14:00:00+00:00,45,1502.6,2254.2,120801
2025-01-23 11:00:00+00:00,44,1508.9,2263.7,120801
2025-01-23 19:00:00+00:00,29,1663.3,2495.5,120801
2025-01-23 13:00:00+00:00,44,1506.3,2259.8,120801
2025-01-22 07:00:00+00:00,47,1478.0,2217.4,120801
2025-01-22 08:00:00+00:00,48,1468.6,2203.2,120801
2025-01-22 19:00:00+00:00,30,1663.7,2496.1,120801
2025-01-22 02:00:00+00:00,42,1603.2,2405.3,120801
2025-01-22 13:00:00+00:00,46,1436.4,2154.7,120801
2025-01-22 10:00:00+00:00,48,1442.6,2164.3,120801
2025-01-22 16:00:00+00:00,42,1502.1,2253.4,120801
2025-01-16 06:00:00+00:00,54,1533.1,2300.1,120801
2025-01-16 18:00:00+00:00,42,1662.8,2494.7,120801
2025-01-16 13:00:00+00:00,51,1501.7,2252.9,120801
2025-01-16 00:00:00+00:00,41,1663.1,2495.3,120801
2025-01-16 08:00:00+00:00,54,1521.7,2283.0,120801
2025-01-16 15:00:00+00:00,50,1503.4,2255.5,120801
2025-01-16 05:00:00+00:00,54,1544.6,2317.2,120801
2025-01-16 17:00:00+00:00,49,1620.9,2431.8,120801
2025-01-20 05:00:00+00:00,59,1601.7,2399.9,120801
2025-01-20 23:00:00+00:00,34,1665.5,2497.9,120801
2025-01-20 00:00:00+00:00,54,1673.8,2506.3,120801
2025-01-20 09:00:00+00:00,64,1459.3,2188.0,120801
2025-01-20 02:00:00+00:00,57,1663.1,2493.1,120801
2025-01-20 18:00:00+00:00,66,1541.2,2309.9,120801
2025-01-20 15:00:00+00:00,62,1437.8,2156.0,120801
2025-01-20 08:00:00+00:00,62,1490.1,2233.8,120801
2025-01-20 07:00:00+00:00,63,1547.4,2317.4,120801
2025-01-20 16:00:00+00:00,63,1442.0,2162.7,120801
2025-01-19 11:00:00+00:00,66,1440.4,2160.3,120801
2025-01-19 01:00:00+00:00,55,1627.4,2440.2,120801
2025-01-19 17:00:00+00:00,67,1541.8,2310.5,120801
2025-01-19 04:00:00+00:00,64,1501.1,2250.7,120801
2025-01-19 08:00:00+00:00,66,1455.6,2182.9,120801
2025-01-19 02:00:00+00:00,57,1577.7,2365.3,120801
2025-01-19 18:00:00+00:00,66,1591.4,2383.4,120801
2025-01-19 21:00:00+00:00,50,1674.4,2506.8,120801
2025-01-19 15:00:00+00:00,67,1432.7,2148.5,120801
2025-01-21 12:00:00+00:00,59,1477.1,2215.9,120801
2025-01-21 19:00:00+00:00,22,1663.1,2495.2,120801
2025-01-21 07:00:00+00:00,60,1504.6,2256.6,120801
2025-01-21 17:00:00+00:00,52,1606.2,2409.8,120801
2025-01-21 05:00:00+00:00,60,1515.6,2272.8,120801
2025-01-21 00:00:00+00:00,40,1666.5,2498.8,120801
2025-01-21 04:00:00+00:00,58,1526.3,2289.0,120801
2025-01-17 03:00:00+00:00,43,1551.1,2326.9,120801
2025-01-17 09:00:00+00:00,48,1482.7,2224.3,120801
2025-01-17 23:00:00+00:00,49,1665.2,2497.8,120801
2025-01-17 14:00:00+00:00,50,1457.9,2187.0,120801
2025-01-17 00:00:00+00:00,26,1663.5,2495.8,120801
2025-01-17 07:00:00+00:00,47,1495.8,2244.1,120801
2025-01-17 02:00:00+00:00,40,1595.2,2393.2,120801
2025-01-17 12:00:00+00:00,46,1497.8,2247.1,120801
2025-01-14 03:00:00+00:00,53,1531.1,2297.0,120801
2025-01-14 02:00:00+00:00,49,1555.4,2333.2,120801
2025-01-14 22:00:00+00:00,25,1664.2,2496.9,120801
2025-01-14 01:00:00+00:00,42,1618.4,2428.1,120801
2025-01-14 15:00:00+00:00,57,1454.5,2181.8,120801
2025-01-14 19:00:00+00:00,35,1663.5,2495.9,120801
2025-01-14 10:00:00+00:00,57,1468.6,2203.3,120801
2025-01-14 04:00:00+00:00,54,1518.1,2277.4,120801
2025-01-14 13:00:00+00:00,58,1459.5,2189.4,120801
2025-01-14 00:00:00+00:00,34,1663.9,2496.1,120801
2025-01-15 00:00:00+00:00,40,1663.3,2495.4,120801
2025-01-15 18:00:00+00:00,45,1662.2,2493.8,120801
2025-01-15 13:00:00+00:00,58,1477.4,2216.4,120801
2025-01-15 22:00:00+00:00,30,1664.1,2496.7,120801
2025-01-24 00:00:00+00:00,31,1663.0,2495.1,120801
2025-01-24 16:00:00+00:00,44,1519.1,2278.9,120801
2025-01-24 02:00:00+00:00,39,1643.0,2464.7,120801
2025-01-24 05:00:00+00:00,45,1561.9,2342.6,120801
2025-01-24 14:00:00+00:00,44,1494.5,2242.1,120801
2025-01-18 06:00:00+00:00,55,1665.7,2498.0,120801
2025-01-18 16:00:00+00:00,63,1544.8,2316.3,120801
2025-01-18 05:00:00+00:00,54,1666.1,2498.6,120801
2025-01-18 03:00:00+00:00,53,1666.4,2498.9,120801
2025-01-18 21:00:00+00:00,43,1666.8,2499.3,120801
2025-01-18 08:00:00+00:00,58,1555.4,2333.0,120801
2025-01-18 19:00:00+00:00,54,1652.4,2477.4,120801
2025-01-23 12:00:00+00:00,44,1506.7,2260.4,120801
2025-01-23 21:00:00+00:00,19,1663.7,2496.1,120801
2025-01-23 02:00:00+00:00,43,1623.9,2436.4,120801
