time_stamp,sensor_index,pm2.5_atm,pm2.5_cf_1,humidity,sensor_median_pm25,name,latitude,longitude,remove_reason
2025-01-15 18:00:00+00:00,196803,728.1,1092.7,25.0,10.6,Ohlone,36.46592,-121.79565,single_row_extreme_outlier
2025-01-24 01:00:00+00:00,163037,986.2,1477.3,20.0,11.55,ucm-7e1f,36.21948,-121.13123,single_row_extreme_outlier
2025-01-22 23:00:00+00:00,163037,1643.3,2464.9,16.0,11.55,ucm-7e1f,36.21948,-121.13123,single_row_extreme_outlier
2025-01-23 00:00:00+00:00,163037,1311.7,1966.3,18.0,11.55,ucm-7e1f,36.21948,-121.13123,single_row_extreme_outlier
2025-01-24 02:00:00+00:00,163037,659.6,987.2,23.0,11.55,ucm-7e1f,36.21948,-121.13123,single_row_extreme_outlier
