sensor_index,name,latitude,longitude,episode_number,onset_time_utc,peak_time_utc,end_time_utc,duration_hours,hours_flagged,peak_pm25_atm,mean_pm25_atm,event_integrated_excess,baseline_median,robust_mad,event_threshold,baseline_source,event_rank,is_primary_event,hours_after_fire_start
34125,PG-Lighthouse,36.617977,-121.90805,5,2025-01-19 16:00:00+00:00,2025-01-19 20:00:00+00:00,2025-01-19 21:00:00+00:00,6.0,6,26.6,23.583333333333332,110.0,5.25,2.8169399999999998,20.0,pre_fire_window,5,False,66.41666666666667
34125,PG-Lighthouse,36.617977,-121.90805,6,2025-01-20 06:00:00+00:00,2025-01-20 10:00:00+00:00,2025-01-20 12:00:00+00:00,7.0,7,34.6,27.228571428571428,153.85,5.25,2.8169399999999998,20.0,pre_fire_window,6,False,80.41666666666667
34125,PG-Lighthouse,36.617977,-121.90805,7,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,2025-01-21 02:00:00+00:00,1.0,1,22.7,22.7,17.45,5.25,2.8169399999999998,20.0,pre_fire_window,7,False,96.41666666666667
34125,PG-Lighthouse,36.617977,-121.90805,8,2025-01-24 20:00:00+00:00,2025-01-24 20:00:00+00:00,2025-01-24 20:00:00+00:00,1.0,1,24.2,24.2,18.95,5.25,2.8169399999999998,20.0,pre_fire_window,8,False,186.41666666666666
36559,SJGR Salinas,36.75225,-121.62232,1,2025-01-17 06:00:00+00:00,2025-01-17 06:00:00+00:00,2025-01-17 08:00:00+00:00,3.0,3,25.2,24.433333333333334,65.8,2.5,2.0,20.0,pre_fire_window,1,True,4.416666666666667
36559,SJGR Salinas,36.75225,-121.62232,2,2025-01-17 23:00:00+00:00,2025-01-17 23:00:00+00:00,2025-01-17 23:00:00+00:00,1.0,1,21.3,21.3,18.8,2.5,2.0,20.0,pre_fire_window,2,False,21.416666666666668
36559,SJGR Salinas,36.75225,-121.62232,3,2025-01-18 07:00:00+00:00,2025-01-18 14:00:00+00:00,2025-01-18 19:00:00+00:00,13.0,13,31.6,26.792307692307688,315.79999999999995,2.5,2.0,20.0,pre_fire_window,3,False,36.416666666666664
36559,SJGR Salinas,36.75225,-121.62232,4,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,2025-01-18 23:00:00+00:00,2.0,2,24.8,23.4,41.8,2.5,2.0,20.0,pre_fire_window,4,False,44.416666666666664
36559,SJGR Salinas,36.75225,-121.62232,5,2025-01-19 02:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 02:00:00+00:00,1.0,1,22.8,22.8,20.3,2.5,2.0,20.0,pre_fire_window,5,False,48.416666666666664
36559,SJGR Salinas,36.75225,-121.62232,6,2025-01-19 06:00:00+00:00,2025-01-19 11:00:00+00:00,2025-01-20 00:00:00+00:00,19.0,18,35.1,26.03888888888889,423.70000000000005,2.5,2.0,20.0,pre_fire_window,6,False,57.416666666666664
36559,SJGR Salinas,36.75225,-121.62232,7,2025-01-20 04:00:00+00:00,2025-01-20 06:00:00+00:00,2025-01-20 18:00:00+00:00,15.0,15,41.7,29.740000000000002,408.6,2.5,2.0,20.0,pre_fire_window,7,False,76.41666666666667
53503,Elk Run,36.58021,-121.86322,1,2025-01-18 12:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 13:00:00+00:00,2.0,2,24.7,23.85,44.3,1.7000000000000002,2.0,20.0,pre_fire_window,1,True,34.416666666666664
53503,Elk Run,36.58021,-121.86322,2,2025-01-19 17:00:00+00:00,2025-01-19 21:00:00+00:00,2025-01-19 22:00:00+00:00,6.0,5,25.6,23.26,107.8,1.7000000000000002,2.0,20.0,pre_fire_window,2,False,67.41666666666667
53503,Elk Run,36.58021,-121.86322,3,2025-01-20 09:00:00+00:00,2025-01-20 10:00:00+00:00,2025-01-20 12:00:00+00:00,4.0,4,26.2,23.724999999999998,88.10000000000001,1.7000000000000002,2.0,20.0,pre_fire_window,3,False,80.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,1,2025-01-17 15:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,4.0,4,28.7,24.925,90.7,2.25,2.0,20.0,pre_fire_window,1,True,15.416666666666666
53877,PA-2 Colleen,36.990856,-121.93677,2,2025-01-18 03:00:00+00:00,2025-01-18 11:00:00+00:00,2025-01-18 17:00:00+00:00,15.0,14,29.3,26.107142857142858,334.0,2.25,2.0,20.0,pre_fire_window,2,False,33.416666666666664
53877,PA-2 Colleen,36.990856,-121.93677,3,2025-01-19 12:00:00+00:00,2025-01-19 12:00:00+00:00,2025-01-19 12:00:00+00:00,1.0,1,20.0,20.0,17.75,2.25,2.0,20.0,pre_fire_window,3,False,58.416666666666664
53877,PA-2 Colleen,36.990856,-121.93677,4,2025-01-19 18:00:00+00:00,2025-01-19 18:00:00+00:00,2025-01-19 20:00:00+00:00,3.0,3,25.4,22.766666666666666,61.55,2.25,2.0,20.0,pre_fire_window,4,False,64.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,5,2025-01-20 03:00:00+00:00,2025-01-20 03:00:00+00:00,2025-01-20 03:00:00+00:00,1.0,1,30.9,30.9,28.65,2.25,2.0,20.0,pre_fire_window,5,False,73.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,6,2025-01-20 06:00:00+00:00,2025-01-20 06:00:00+00:00,2025-01-20 06:00:00+00:00,1.0,1,20.1,20.1,17.85,2.25,2.0,20.0,pre_fire_window,6,False,76.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,7,2025-01-20 15:00:00+00:00,2025-01-20 15:00:00+00:00,2025-01-20 15:00:00+00:00,1.0,1,21.2,21.2,18.95,2.25,2.0,20.0,pre_fire_window,7,False,85.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,8,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,1.0,1,24.8,24.8,22.55,2.25,2.0,20.0,pre_fire_window,8,False,88.41666666666667
53877,PA-2 Colleen,36.990856,-121.93677,9,2025-01-23 03:00:00+00:00,2025-01-23 03:00:00+00:00,2025-01-23 03:00:00+00:00,1.0,1,40.0,40.0,37.75,2.25,2.0,20.0,pre_fire_window,9,False,145.41666666666666
55699,Viewpoint,36.98682,-121.91102,1,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,2.0,2,25.5,22.95,40.3,2.8,2.0,20.0,pre_fire_window,1,True,15.416666666666666
55699,Viewpoint,36.98682,-121.91102,2,2025-01-17 22:00:00+00:00,2025-01-17 23:00:00+00:00,2025-01-18 01:00:00+00:00,4.0,3,22.7,21.53333333333333,56.199999999999996,2.8,2.0,20.0,pre_fire_window,2,False,21.416666666666668
55699,Viewpoint,36.98682,-121.91102,3,2025-01-18 07:00:00+00:00,2025-01-18 09:00:00+00:00,2025-01-18 13:00:00+00:00,7.0,7,26.1,23.228571428571428,143.0,2.8,2.0,20.0,pre_fire_window,3,False,31.416666666666668
55699,Viewpoint,36.98682,-121.91102,4,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,1.0,1,20.1,20.1,17.3,2.8,2.0,20.0,pre_fire_window,4,False,38.416666666666664
55699,Viewpoint,36.98682,-121.91102,5,2025-01-18 19:00:00+00:00,2025-01-18 19:00:00+00:00,2025-01-18 19:00:00+00:00,1.0,1,31.2,31.2,28.4,2.8,2.0,20.0,pre_fire_window,5,False,41.416666666666664
55699,Viewpoint,36.98682,-121.91102,6,2025-01-19 17:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 20:00:00+00:00,4.0,4,28.8,25.825000000000003,92.1,2.8,2.0,20.0,pre_fire_window,6,False,65.41666666666667
55699,Viewpoint,36.98682,-121.91102,7,2025-01-20 05:00:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 07:00:00+00:00,3.0,3,27.3,23.53333333333333,62.2,2.8,2.0,20.0,pre_fire_window,7,False,77.41666666666667
55699,Viewpoint,36.98682,-121.91102,8,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,1.0,1,25.0,25.0,22.2,2.8,2.0,20.0,pre_fire_window,8,False,88.41666666666667
56033,Monterey,36.577515,-121.85851,1,2025-01-18 11:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 13:00:00+00:00,3.0,3,29.6,26.7,75.15,1.65,2.0,20.0,pre_fire_window,1,True,34.416666666666664
56033,Monterey,36.577515,-121.85851,2,2025-01-18 16:00:00+00:00,2025-01-18 17:00:00+00:00,2025-01-18 17:00:00+00:00,2.0,2,23.3,22.25,41.2,1.65,2.0,20.0,pre_fire_window,2,False,39.416666666666664
56033,Monterey,36.577515,-121.85851,3,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,1.0,1,21.2,21.2,19.55,1.65,2.0,20.0,pre_fire_window,3,False,44.416666666666664
56033,Monterey,36.577515,-121.85851,4,2025-01-19 17:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 11:00:00+00:00,19.0,18,69.8,29.09444444444445,494.0,1.65,2.0,20.0,pre_fire_window,4,False,74.41666666666667
60283,Front Porch,36.88689,-121.58291,1,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,2025-01-17 18:00:00+00:00,2.0,2,26.9,24.049999999999997,39.099999999999994,4.5,3.1875899999999997,20.0,pre_fire_window,1,True,16.416666666666668
60283,Front Porch,36.88689,-121.58291,2,2025-01-17 21:00:00+00:00,2025-01-17 22:00:00+00:00,2025-01-17 23:00:00+00:00,3.0,3,32.8,28.599999999999998,72.3,4.5,3.1875899999999997,20.0,pre_fire_window,2,False,20.416666666666668
60283,Front Porch,36.88689,-121.58291,3,2025-01-18 02:00:00+00:00,2025-01-18 10:00:00+00:00,2025-01-18 20:00:00+00:00,19.0,19,39.3,30.636842105263167,496.59999999999997,4.5,3.1875899999999997,20.0,pre_fire_window,3,False,32.416666666666664
60283,Front Porch,36.88689,-121.58291,4,2025-01-19 04:00:00+00:00,2025-01-19 05:00:00+00:00,2025-01-19 12:00:00+00:00,9.0,9,25.9,22.655555555555555,163.4,4.5,3.1875899999999997,20.0,pre_fire_window,4,False,51.416666666666664
60283,Front Porch,36.88689,-121.58291,5,2025-01-19 20:00:00+00:00,2025-01-19 21:00:00+00:00,2025-01-19 22:00:00+00:00,3.0,3,29.7,26.433333333333334,65.8,4.5,3.1875899999999997,20.0,pre_fire_window,5,False,67.41666666666667
60283,Front Porch,36.88689,-121.58291,6,2025-01-20 02:00:00+00:00,2025-01-20 03:00:00+00:00,2025-01-20 17:00:00+00:00,16.0,16,44.1,36.925,518.8,4.5,3.1875899999999997,20.0,pre_fire_window,6,False,73.41666666666667
60549,alta,36.954903,-122.0388,1,2025-01-17 02:00:00+00:00,2025-01-17 04:00:00+00:00,2025-01-17 06:00:00+00:00,5.0,5,22.5,21.880000000000003,68.65,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,1,True,2.4166666666666665
60549,alta,36.954903,-122.0388,2,2025-01-17 18:00:00+00:00,2025-01-17 19:00:00+00:00,2025-01-17 23:00:00+00:00,6.0,5,27.8,24.880000000000003,83.65,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,2,False,17.416666666666668
60549,alta,36.954903,-122.0388,3,2025-01-18 02:00:00+00:00,2025-01-18 02:00:00+00:00,2025-01-18 10:00:00+00:00,9.0,9,31.9,26.966666666666665,169.35000000000002,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,3,False,24.416666666666668
60549,alta,36.954903,-122.0388,4,2025-01-19 02:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 13:00:00+00:00,12.0,12,32.4,25.725000000000005,210.90000000000003,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,4,False,48.416666666666664
60549,alta,36.954903,-122.0388,5,2025-01-19 18:00:00+00:00,2025-01-19 18:00:00+00:00,2025-01-19 18:00:00+00:00,1.0,1,20.9,20.9,12.75,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,5,False,64.41666666666667
60549,alta,36.954903,-122.0388,6,2025-01-20 02:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 09:00:00+00:00,8.0,8,31.8,25.1625,136.10000000000002,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,6,False,74.41666666666667
60549,alta,36.954903,-122.0388,7,2025-01-20 16:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 19:00:00+00:00,4.0,4,27.5,25.474999999999998,69.30000000000001,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,7,False,88.41666666666667
60549,alta,36.954903,-122.0388,8,2025-01-21 02:00:00+00:00,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,2.0,2,27.1,25.75,35.2,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,8,False,97.41666666666667
60549,alta,36.954903,-122.0388,9,2025-01-22 02:00:00+00:00,2025-01-22 03:00:00+00:00,2025-01-22 03:00:00+00:00,2.0,2,23.3,22.3,28.300000000000004,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,9,False,121.41666666666667
60549,alta,36.954903,-122.0388,10,2025-01-23 02:00:00+00:00,2025-01-23 03:00:00+00:00,2025-01-23 05:00:00+00:00,4.0,4,24.0,22.575,57.7,8.149999999999999,4.0771500000000005,20.38145,pre_fire_window,10,False,145.41666666666666
60829,QUIEN SABE,37.04412,-122.02001,1,2025-01-18 01:00:00+00:00,2025-01-18 01:00:00+00:00,2025-01-18 01:00:00+00:00,1.0,1,39.5,39.5,30.45,9.05,6.968219999999999,29.954659999999997,pre_fire_window,1,True,23.416666666666668
60829,QUIEN SABE,37.04412,-122.02001,2,2025-01-19 03:00:00+00:00,2025-01-19 05:00:00+00:00,2025-01-19 06:00:00+00:00,4.0,3,36.8,32.86666666666667,71.45,9.05,6.968219999999999,29.954659999999997,pre_fire_window,2,False,51.416666666666664
60829,QUIEN SABE,37.04412,-122.02001,3,2025-01-20 05:00:00+00:00,2025-01-20 05:00:00+00:00,2025-01-20 05:00:00+00:00,1.0,1,30.8,30.8,21.75,9.05,6.968219999999999,29.954659999999997,pre_fire_window,3,False,75.41666666666667
62207,15th Avenue,36.96255,-121.99147,1,2025-01-19 03:00:00+00:00,2025-01-19 03:00:00+00:00,2025-01-19 03:00:00+00:00,1.0,1,20.1,20.1,16.6,3.5,2.29803,20.0,pre_fire_window,1,True,49.416666666666664
62207,15th Avenue,36.96255,-121.99147,2,2025-01-20 04:00:00+00:00,2025-01-20 04:00:00+00:00,2025-01-20 04:00:00+00:00,1.0,1,20.3,20.3,16.8,3.5,2.29803,20.0,pre_fire_window,2,False,74.41666666666667
63115,Camino Real,36.558426,-121.927345,1,2025-01-18 12:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 13:00:00+00:00,2.0,2,28.3,27.200000000000003,49.60000000000001,2.4,2.0,20.0,pre_fire_window,1,True,34.416666666666664
63115,Camino Real,36.558426,-121.927345,2,2025-01-19 17:00:00+00:00,2025-01-19 22:00:00+00:00,2025-01-20 00:00:00+00:00,8.0,8,37.0,24.6625,178.10000000000002,2.4,2.0,20.0,pre_fire_window,2,False,68.41666666666667
63115,Camino Real,36.558426,-121.927345,3,2025-01-20 08:00:00+00:00,2025-01-20 08:00:00+00:00,2025-01-20 13:00:00+00:00,6.0,6,33.2,27.666666666666668,151.6,2.4,2.0,20.0,pre_fire_window,3,False,78.41666666666667
63429,"Eagle Ridge, Gilroy, California",37.005367,-121.621315,1,2025-01-17 18:00:00+00:00,2025-01-17 19:00:00+00:00,2025-01-17 19:00:00+00:00,2.0,2,22.7,22.65,40.099999999999994,2.6,2.0,20.0,pre_fire_window,1,True,17.416666666666668
63429,"Eagle Ridge, Gilroy, California",37.005367,-121.621315,2,2025-01-18 05:00:00+00:00,2025-01-18 16:00:00+00:00,2025-01-18 19:00:00+00:00,15.0,15,28.2,23.406666666666663,312.09999999999997,2.6,2.0,20.0,pre_fire_window,2,False,38.416666666666664
63429,"Eagle Ridge, Gilroy, California",37.005367,-121.621315,3,2025-01-19 18:00:00+00:00,2025-01-19 22:00:00+00:00,2025-01-20 18:00:00+00:00,25.0,25,39.7,31.988000000000003,734.6999999999999,2.6,2.0,20.0,pre_fire_window,3,False,68.41666666666667
63507,Granite Creek Rd,37.036686,-121.99748,1,2025-01-20 04:00:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 08:00:00+00:00,5.0,5,27.6,23.000000000000004,105.50000000000001,1.9,2.0,20.0,pre_fire_window,1,True,77.41666666666667
63507,Granite Creek Rd,37.036686,-121.99748,2,2025-01-22 05:00:00+00:00,2025-01-22 05:00:00+00:00,2025-01-22 06:00:00+00:00,2.0,2,45.8,38.4,73.0,1.9,2.0,20.0,pre_fire_window,2,False,123.41666666666667
63507,Granite Creek Rd,37.036686,-121.99748,3,2025-01-23 07:00:00+00:00,2025-01-23 07:00:00+00:00,2025-01-23 08:00:00+00:00,2.0,2,79.9,71.95,140.1,1.9,2.0,20.0,pre_fire_window,3,False,149.41666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,1,2025-01-17 04:00:00+00:00,2025-01-17 08:00:00+00:00,2025-01-17 08:00:00+00:00,5.0,3,23.8,22.53333333333333,48.849999999999994,6.25,3.7064999999999997,20.0,pre_fire_window,1,True,6.416666666666667
63873,Capitola Mall/Live Oak,36.970737,-121.9691,2,2025-01-17 11:00:00+00:00,2025-01-17 11:00:00+00:00,2025-01-17 11:00:00+00:00,1.0,1,23.4,23.4,17.15,6.25,3.7064999999999997,20.0,pre_fire_window,2,False,9.416666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,3,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,2.0,2,23.5,22.95,33.4,6.25,3.7064999999999997,20.0,pre_fire_window,3,False,15.416666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,4,2025-01-18 00:00:00+00:00,2025-01-18 08:00:00+00:00,2025-01-18 12:00:00+00:00,13.0,13,32.4,26.58461538461539,264.35,6.25,3.7064999999999997,20.0,pre_fire_window,4,False,30.416666666666668
63873,Capitola Mall/Live Oak,36.970737,-121.9691,5,2025-01-19 02:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 03:00:00+00:00,2.0,2,23.4,21.85,31.2,6.25,3.7064999999999997,20.0,pre_fire_window,5,False,48.416666666666664
63873,Capitola Mall/Live Oak,36.970737,-121.9691,6,2025-01-19 18:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 19:00:00+00:00,2.0,2,21.0,20.85,29.2,6.25,3.7064999999999997,20.0,pre_fire_window,6,False,65.41666666666667
63873,Capitola Mall/Live Oak,36.970737,-121.9691,7,2025-01-20 02:00:00+00:00,2025-01-20 07:00:00+00:00,2025-01-20 09:00:00+00:00,8.0,8,41.5,30.2625,192.1,6.25,3.7064999999999997,20.0,pre_fire_window,7,False,77.41666666666667
63873,Capitola Mall/Live Oak,36.970737,-121.9691,8,2025-01-20 17:00:00+00:00,2025-01-20 18:00:00+00:00,2025-01-20 18:00:00+00:00,2.0,2,21.7,21.45,30.4,6.25,3.7064999999999997,20.0,pre_fire_window,8,False,88.41666666666667
63873,Capitola Mall/Live Oak,36.970737,-121.9691,9,2025-01-22 05:00:00+00:00,2025-01-22 10:00:00+00:00,2025-01-22 10:00:00+00:00,6.0,4,35.0,28.9,90.6,6.25,3.7064999999999997,20.0,pre_fire_window,9,False,128.41666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,10,2025-01-23 01:00:00+00:00,2025-01-23 01:00:00+00:00,2025-01-23 01:00:00+00:00,1.0,1,21.2,21.2,14.95,6.25,3.7064999999999997,20.0,pre_fire_window,10,False,143.41666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,11,2025-01-23 07:00:00+00:00,2025-01-23 07:00:00+00:00,2025-01-23 08:00:00+00:00,2.0,2,28.3,27.15,41.8,6.25,3.7064999999999997,20.0,pre_fire_window,11,False,149.41666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,12,2025-01-23 13:00:00+00:00,2025-01-23 14:00:00+00:00,2025-01-23 14:00:00+00:00,2.0,2,29.2,25.75,39.0,6.25,3.7064999999999997,20.0,pre_fire_window,12,False,156.41666666666666
63873,Capitola Mall/Live Oak,36.970737,-121.9691,13,2025-01-24 09:00:00+00:00,2025-01-24 09:00:00+00:00,2025-01-24 09:00:00+00:00,1.0,1,37.9,37.9,31.65,6.25,3.7064999999999997,20.0,pre_fire_window,13,False,175.41666666666666
63933,Colton out,36.591637,-121.90228,1,2025-01-17 02:00:00+00:00,2025-01-17 04:00:00+00:00,2025-01-17 04:00:00+00:00,3.0,2,22.5,21.3,34.9,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,1,True,2.4166666666666665
63933,Colton out,36.591637,-121.90228,2,2025-01-17 09:00:00+00:00,2025-01-17 09:00:00+00:00,2025-01-17 09:00:00+00:00,1.0,1,21.2,21.2,17.35,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,2,False,7.416666666666667
63933,Colton out,36.591637,-121.90228,3,2025-01-17 15:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,4.0,4,29.0,26.075,88.9,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,3,False,15.416666666666666
63933,Colton out,36.591637,-121.90228,4,2025-01-18 03:00:00+00:00,2025-01-18 03:00:00+00:00,2025-01-18 03:00:00+00:00,1.0,1,20.9,20.9,17.049999999999997,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,4,False,25.416666666666668
63933,Colton out,36.591637,-121.90228,5,2025-01-18 11:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 16:00:00+00:00,6.0,6,34.2,27.066666666666663,139.3,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,5,False,34.416666666666664
63933,Colton out,36.591637,-121.90228,6,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,1.0,1,23.0,23.0,19.15,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,6,False,44.416666666666664
63933,Colton out,36.591637,-121.90228,7,2025-01-19 01:00:00+00:00,2025-01-19 02:00:00+00:00,2025-01-19 21:00:00+00:00,21.0,21,46.9,28.552380952380954,518.75,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,7,False,48.416666666666664
63933,Colton out,36.591637,-121.90228,8,2025-01-20 06:00:00+00:00,2025-01-20 11:00:00+00:00,2025-01-20 15:00:00+00:00,10.0,10,38.3,27.78,239.29999999999998,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,8,False,81.41666666666667
63933,Colton out,36.591637,-121.90228,9,2025-01-21 01:00:00+00:00,2025-01-21 03:00:00+00:00,2025-01-21 03:00:00+00:00,3.0,3,27.3,23.96666666666667,60.35,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,9,False,97.41666666666667
63933,Colton out,36.591637,-121.90228,10,2025-01-22 01:00:00+00:00,2025-01-22 01:00:00+00:00,2025-01-22 01:00:00+00:00,1.0,1,25.7,25.7,21.85,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,10,False,119.41666666666667
63933,Colton out,36.591637,-121.90228,11,2025-01-23 02:00:00+00:00,2025-01-23 02:00:00+00:00,2025-01-23 02:00:00+00:00,1.0,1,21.0,21.0,17.15,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,11,False,144.41666666666666
63933,Colton out,36.591637,-121.90228,12,2025-01-24 21:00:00+00:00,2025-01-24 21:00:00+00:00,2025-01-24 21:00:00+00:00,1.0,1,20.4,20.4,16.549999999999997,3.8499999999999996,3.0393299999999996,20.0,pre_fire_window,12,False,187.41666666666666
64447,Hawthorne and Drake,36.611008,-121.9008,1,2025-01-17 08:00:00+00:00,2025-01-17 09:00:00+00:00,2025-01-17 11:00:00+00:00,4.0,4,27.0,23.95,78.39999999999999,4.35,2.44629,20.0,pre_fire_window,1,True,7.416666666666667
64447,Hawthorne and Drake,36.611008,-121.9008,2,2025-01-17 15:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 18:00:00+00:00,4.0,4,27.7,24.9,82.2,4.35,2.44629,20.0,pre_fire_window,2,False,15.416666666666666
64447,Hawthorne and Drake,36.611008,-121.9008,3,2025-01-18 10:00:00+00:00,2025-01-18 12:00:00+00:00,2025-01-18 13:00:00+00:00,4.0,4,30.7,27.700000000000003,93.4,4.35,2.44629,20.0,pre_fire_window,3,False,34.416666666666664
64447,Hawthorne and Drake,36.611008,-121.9008,4,2025-01-18 21:00:00+00:00,2025-01-18 22:00:00+00:00,2025-01-18 22:00:00+00:00,2.0,2,24.8,24.55,40.400000000000006,4.35,2.44629,20.0,pre_fire_window,4,False,44.416666666666664
64447,Hawthorne and Drake,36.611008,-121.9008,5,2025-01-19 02:00:00+00:00,2025-01-19 05:00:00+00:00,2025-01-19 07:00:00+00:00,6.0,6,29.7,26.333333333333332,131.9,4.35,2.44629,20.0,pre_fire_window,5,False,51.416666666666664
64447,Hawthorne and Drake,36.611008,-121.9008,6,2025-01-19 10:00:00+00:00,2025-01-19 11:00:00+00:00,2025-01-19 11:00:00+00:00,2.0,2,24.8,23.950000000000003,39.2,4.35,2.44629,20.0,pre_fire_window,6,False,57.416666666666664
64447,Hawthorne and Drake,36.611008,-121.9008,7,2025-01-19 17:00:00+00:00,2025-01-19 20:00:00+00:00,2025-01-19 22:00:00+00:00,6.0,6,30.3,26.51666666666667,133.0,4.35,2.44629,20.0,pre_fire_window,7,False,66.41666666666667
64447,Hawthorne and Drake,36.611008,-121.9008,8,2025-01-20 09:00:00+00:00,2025-01-20 10:00:00+00:00,2025-01-20 12:00:00+00:00,4.0,4,38.7,34.875,122.1,4.35,2.44629,20.0,pre_fire_window,8,False,80.41666666666667
64711,Stance Ave,36.993504,-121.94746,1,2025-01-17 16:00:00+00:00,2025-01-17 17:00:00+00:00,2025-01-17 17:00:00+00:00,2.0,2,22.5,22.25,37.3,3.6,3.26172,20.0,pre_fire_window,1,True,15.416666666666666
64711,Stance Ave,36.993504,-121.94746,2,2025-01-18 01:00:00+00:00,2025-01-18 08:00:00+00:00,2025-01-18 11:00:00+00:00,11.0,11,28.6,24.427272727272733,229.1,3.6,3.26172,20.0,pre_fire_window,2,False,30.416666666666668
64711,Stance Ave,36.993504,-121.94746,3,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,1.0,1,23.9,23.9,20.299999999999997,3.6,3.26172,20.0,pre_fire_window,3,False,38.416666666666664
64711,Stance Ave,36.993504,-121.94746,4,2025-01-19 03:00:00+00:00,2025-01-19 03:00:00+00:00,2025-01-19 03:00:00+00:00,1.0,1,20.0,20.0,16.4,3.6,3.26172,20.0,pre_fire_window,4,False,49.416666666666664
64711,Stance Ave,36.993504,-121.94746,5,2025-01-19 18:00:00+00:00,2025-01-19 19:00:00+00:00,2025-01-19 19:00:00+00:00,2.0,2,24.3,22.5,37.8,3.6,3.26172,20.0,pre_fire_window,5,False,65.41666666666667
64711,Stance Ave,36.993504,-121.94746,6,2025-01-20 02:00:00+00:00,2025-01-20 06:00:00+00:00,2025-01-20 09:00:00+00:00,8.0,8,27.1,22.975,155.0,3.6,3.26172,20.0,pre_fire_window,6,False,76.41666666666667
64711,Stance Ave,36.993504,-121.94746,7,2025-01-20 14:00:00+00:00,2025-01-20 15:00:00+00:00,2025-01-20 17:00:00+00:00,4.0,4,25.3,23.4,79.19999999999999,3.6,3.26172,20.0,pre_fire_window,7,False,85.41666666666667
