time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-22 10:00:00+00:00,36,8.0,8.0,4355
2025-01-22 19:00:00+00:00,27,3.3,3.3,4355
2025-01-22 13:00:00+00:00,39,7.4,7.4,4355
2025-01-22 08:00:00+00:00,36,9.9,9.9,4355
2025-01-22 09:00:00+00:00,36,8.5,8.5,4355
2025-01-22 02:00:00+00:00,37,8.0,8.0,4355
2025-01-22 05:00:00+00:00,37,9.0,9.0,4355
2025-01-18 00:00:00+00:00,46,17.7,17.7,4355
2025-01-18 23:00:00+00:00,42,10.8,10.8,4355
2025-01-18 21:00:00+00:00,47,7.2,7.2,4355
2025-01-18 16:00:00+00:00,50,11.5,11.5,4355
2025-01-18 15:00:00+00:00,50,12.8,12.8,4355
2025-01-18 10:00:00+00:00,51,15.9,15.9,4355
2025-01-18 07:00:00+00:00,50,14.7,14.7,4355
2025-01-18 11:00:00+00:00,50,14.4,14.4,4355
2025-01-18 06:00:00+00:00,50,19.7,19.7,4355
2025-01-16 05:00:00+00:00,38,8.0,8.0,4355
2025-01-16 15:00:00+00:00,39,3.8,3.8,4355
2025-01-16 22:00:00+00:00,21,1.9,1.9,4355
2025-01-16 20:00:00+00:00,22,2.2,2.2,4355
2025-01-16 03:00:00+00:00,38,8.0,8.0,4355
2025-01-16 08:00:00+00:00,40,12.0,12.0,4355
2025-01-16 18:00:00+00:00,33,3.3,3.3,4355
2025-01-16 23:00:00+00:00,19,1.6,1.6,4355
2025-01-14 14:00:00+00:00,41,2.7,2.7,4355
2025-01-14 16:00:00+00:00,42,3.3,3.3,4355
2025-01-14 00:00:00+00:00,26,5.9,5.9,4355
2025-01-15 07:00:00+00:00,44,10.9,10.9,4355
2025-01-15 00:00:00+00:00,26,1.7,1.7,4355
2025-01-15 20:00:00+00:00,30,5.8,5.8,4355
2025-01-15 19:00:00+00:00,36,5.5,5.5,4355
2025-01-15 03:00:00+00:00,39,7.4,7.4,4355
2025-01-15 02:00:00+00:00,36,3.6,3.6,4355
2025-01-19 20:00:00+00:00,48,14.6,14.6,4355
2025-01-19 21:00:00+00:00,48,12.3,12.3,4355
2025-01-19 22:00:00+00:00,46,9.5,9.5,4355
2025-01-19 14:00:00+00:00,53,15.8,15.8,4355
2025-01-19 19:00:00+00:00,50,14.3,14.3,4355
2025-01-20 15:00:00+00:00,52,8.6,8.6,4355
2025-01-20 07:00:00+00:00,53,13.9,13.9,4355
2025-01-20 13:00:00+00:00,53,10.8,10.8,4355
2025-01-20 00:00:00+00:00,41,10.5,10.5,4355
2025-01-20 08:00:00+00:00,53,15.6,15.6,4355
2025-01-20 18:00:00+00:00,50,21.4,21.4,4355
2025-01-24 05:00:00+00:00,35,8.4,8.4,4355
2025-01-24 20:00:00+00:00,33,6.2,6.2,4355
2025-01-24 12:00:00+00:00,39,8.6,8.6,4355
2025-01-24 15:00:00+00:00,39,7.9,7.9,4355
2025-01-21 08:00:00+00:00,36,6.5,6.5,4355
2025-01-21 01:00:00+00:00,34,9.8,9.8,4355
2025-01-21 07:00:00+00:00,37,8.4,8.4,4355
2025-01-21 20:00:00+00:00,27,5.0,5.0,4355
2025-01-21 11:00:00+00:00,38,5.3,5.3,4355
2025-01-21 18:00:00+00:00,33,4.7,4.7,4355
2025-01-23 02:00:00+00:00,32,8.6,8.6,4355
2025-01-23 16:00:00+00:00,38,7.4,7.4,4355
2025-01-23 23:00:00+00:00,17,4.3,4.3,4355
2025-01-23 10:00:00+00:00,44,9.7,9.7,4355
