sensor_index,count,min,median,max,mean,std,gt250_frac,gt500_frac,gt1000_frac,name,latitude,longitude,remove_reason
224985,264,0.6,11.6,48.4,14.834848484848486,10.544232271601766,0.0,0.0,0.0,500 Westridge,36.91058,-121.78283,
231181,264,0.0,4.2,27.1,6.41969696969697,6.1150246854792965,0.0,0.0,0.0,4575 Paul Sweet,37.018036,-121.98132,
233659,264,3.0,14.350000000000001,53.8,16.90113636363636,10.638660694155284,0.0,0.0,0.0,Crocker,36.628696,-121.933205,
237037,264,0.0,2.8,30.9,5.703409090909091,6.6168373005860275,0.0,0.0,0.0,New Idria,36.417637,-120.67252,
237281,264,2.3,12.95,40.3,15.542424242424241,9.16511090925963,0.0,0.0,0.0,13th Street Central,36.62062,-121.91505,
238631,264,0.3,12.899999999999999,49.9,16.218560606060606,11.908005910494577,0.0,0.0,0.0,Aguilar Home,36.92286,-121.769875,
243529,262,0.5,19.8,84.3,24.4706106870229,17.190909531111455,0.0,0.0,0.0,huckleberry,37.130642,-122.11917,
249427,264,0.1,9.3,77.3,11.11780303030303,9.5862675715552,0.0,0.0,0.0,Gold Gulch Rd,37.031773,-122.094,
250327,264,0.1,6.15,182.3,10.472727272727273,15.559951962690326,0.0,0.0,0.0,Tabor Dr,37.072155,-121.99598,
256291,43,1.9,3.9,14.1,4.904651162790698,2.5846574322493785,0.0,0.0,0.0,Terrace Grove,37.104416,-121.950966,
257689,71,1.5,6.3,16.9,6.907042253521126,2.9828712890033597,0.0,0.0,0.0,St Andrews Dr,36.964336,-121.88147,
